schedtime,carrier,dest,distance,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay
7.35,CO,EWR,199,806,DCA,0,2,6,8,ontime
8.4,DH,EWR,213,7299,IAD,0,2,6,E,ontime
17.1,DH,EWR,213,7302,IAD,0,2,6,R,ontime
12.45,DH,EWR,213,7303,IAD,0,2,6,R,ontime
21.2,DH,EWR,213,7304,IAD,0,2,6,R,ontime
14.3,DH,EWR,213,7307,IAD,0,2,6,E,ontime
6.3,DH,EWR,213,7371,IAD,0,2,6,E,ontime
21.0,RU,EWR,199,2879,DCA,0,2,6,3,delayed
9.0,RU,EWR,199,2582,DCA,0,2,6,7,ontime
19.0,RU,EWR,213,2385,IAD,0,2,6,7,delayed
15.0,RU,EWR,213,2156,IAD,0,2,6,7,ontime
7.0,RU,EWR,213,2855,IAD,0,2,6,5,ontime
15.25,RU,EWR,199,2261,DCA,0,2,6,8,delayed
13.0,RU,EWR,213,2367,IAD,0,2,6,1,ontime
13.59,RU,EWR,199,2216,DCA,0,2,6,4,ontime
17.0,RU,EWR,213,2497,IAD,0,2,6,6,ontime
16.3,RU,EWR,199,2181,DCA,0,2,6,9,ontime
6.45,RU,EWR,199,2761,DCA,0,2,6,8,ontime
14.55,OH,JFK,184,5935,BWI,0,3,7,A,ontime
16.4,DH,JFK,213,6155,DCA,0,3,7,J,ontime
12.45,DH,LGA,229,7208,IAD,0,3,7,R,ontime
14.55,DH,LGA,229,7211,IAD,0,3,7,R,ontime
17.15,DH,LGA,229,7215,IAD,0,3,7,R,delayed
6.4,DH,LGA,229,7790,IAD,0,3,7,R,ontime
10.4,DH,LGA,229,7792,IAD,0,3,7,E,ontime
8.4,DH,JFK,228,7800,IAD,0,3,7,R,ontime
12.4,DH,JFK,228,7806,IAD,0,3,7,E,ontime
14.55,DH,JFK,228,7808,IAD,0,3,7,E,ontime
16.45,DH,JFK,228,7810,IAD,0,3,7,E,ontime
17.15,DH,JFK,228,7812,IAD,0,3,7,E,delayed
21.2,DH,JFK,228,7814,IAD,0,3,7,R,ontime
16.1,DH,JFK,228,7816,IAD,0,3,7,E,ontime
14.55,DL,JFK,213,746,DCA,0,3,7,E,ontime
6.3,DL,LGA,214,1740,DCA,0,3,7,Z,ontime
8.3,DL,LGA,214,1744,DCA,0,3,7,L,ontime
9.3,DL,LGA,214,1746,DCA,0,3,7,L,ontime
10.3,DL,LGA,214,1748,DCA,0,3,7,Z,ontime
11.3,DL,LGA,214,1750,DCA,0,3,7,A,ontime
12.3,DL,LGA,214,1752,DCA,0,3,7,L,ontime
13.3,DL,LGA,214,1754,DCA,0,3,7,L,ontime
14.3,DL,LGA,214,1756,DCA,0,3,7,Z,ontime
15.3,DL,LGA,214,1758,DCA,0,3,7,A,ontime
16.3,DL,LGA,214,1760,DCA,0,3,7,L,ontime
17.3,DL,LGA,214,1762,DCA,0,3,7,L,ontime
18.3,DL,LGA,214,1764,DCA,0,3,7,Z,ontime
19.3,DL,LGA,214,1766,DCA,0,3,7,A,ontime
20.3,DL,LGA,214,1768,DCA,0,3,7,L,ontime
15.3,MQ,JFK,213,4752,DCA,0,3,7,Q,ontime
6.0,MQ,JFK,213,4760,DCA,0,3,7,Q,ontime
18.3,MQ,JFK,213,4784,DCA,0,3,7,Q,delayed
7.0,MQ,LGA,214,4952,DCA,0,3,7,Q,ontime
8.0,MQ,LGA,214,4954,DCA,0,3,7,Q,ontime
9.0,MQ,LGA,214,4956,DCA,0,3,7,Q,ontime
11.0,MQ,LGA,214,4960,DCA,0,3,7,Q,ontime
13.0,MQ,LGA,214,4964,DCA,0,3,7,Q,ontime
14.0,MQ,LGA,214,4966,DCA,0,3,7,Q,ontime
15.0,MQ,LGA,214,4968,DCA,0,3,7,Q,delayed
16.0,MQ,LGA,214,4970,DCA,0,3,7,Q,delayed
19.0,MQ,LGA,214,4976,DCA,0,3,7,Q,delayed
8.5,UA,LGA,229,846,IAD,0,3,7,A,ontime
6.3,US,LGA,214,1479,DCA,0,3,7,W,ontime
7.0,US,LGA,214,2160,DCA,0,3,7,W,ontime
8.0,US,LGA,214,2162,DCA,0,3,7,W,ontime
9.0,US,LGA,214,2164,DCA,0,3,7,W,ontime
10.0,US,LGA,214,2166,DCA,0,3,7,W,ontime
11.0,US,LGA,214,2168,DCA,0,3,7,W,ontime
12.0,US,LGA,214,2170,DCA,0,3,7,W,ontime
13.0,US,LGA,214,2172,DCA,0,3,7,W,ontime
14.0,US,LGA,214,2174,DCA,0,3,7,W,ontime
15.0,US,LGA,214,2176,DCA,0,3,7,W,delayed
16.0,US,LGA,214,2178,DCA,0,3,7,W,delayed
17.0,US,LGA,214,2180,DCA,0,3,7,W,ontime
18.0,US,LGA,214,2182,DCA,0,3,7,W,ontime
19.0,US,LGA,214,2184,DCA,0,3,7,W,ontime
20.0,US,LGA,214,2186,DCA,0,3,7,W,delayed
21.0,US,LGA,214,2188,DCA,0,3,7,W,ontime
7.0,RU,EWR,169,2703,BWI,0,3,7,4,ontime
14.55,RU,EWR,169,2403,BWI,0,3,7,7,ontime
17.2,RU,EWR,169,3372,BWI,0,3,7,5,delayed
10.3,RU,EWR,169,2303,BWI,0,3,7,7,delayed
13.0,CO,EWR,199,808,DCA,0,3,7,4,ontime
19.0,CO,EWR,199,816,DCA,0,3,7,2,delayed
17.3,CO,EWR,199,814,DCA,0,3,7,5,delayed
7.35,CO,EWR,199,806,DCA,0,3,7,2,ontime
8.4,DH,EWR,213,7299,IAD,0,3,7,R,ontime
17.1,DH,EWR,213,7302,IAD,0,3,7,R,ontime
12.45,DH,EWR,213,7303,IAD,0,3,7,R,delayed
21.2,DH,EWR,213,7304,IAD,0,3,7,R,ontime
6.3,DH,EWR,213,7305,IAD,0,3,7,E,ontime
14.3,DH,EWR,213,7307,IAD,0,3,7,E,ontime
13.59,RU,EWR,199,2216,DCA,0,3,7,7,ontime
7.0,RU,EWR,213,2855,IAD,0,3,7,3,delayed
15.0,RU,EWR,213,2156,IAD,0,3,7,0,delayed
9.0,RU,EWR,199,2582,DCA,0,3,7,6,ontime
13.0,RU,EWR,213,2367,IAD,0,3,7,8,ontime
17.0,RU,EWR,213,2497,IAD,0,3,7,5,ontime
19.0,RU,EWR,213,2385,IAD,0,3,7,7,delayed
6.45,RU,EWR,199,2761,DCA,0,3,7,7,ontime
21.0,RU,EWR,199,2879,DCA,0,3,7,3,ontime
15.25,RU,EWR,199,2261,DCA,0,3,7,0,ontime
16.3,RU,EWR,199,2181,DCA,0,3,7,8,ontime
14.55,OH,JFK,184,5935,BWI,0,4,8,A,ontime
16.4,DH,JFK,213,6155,DCA,0,4,8,J,delayed
12.45,DH,LGA,229,7208,IAD,0,4,8,R,ontime
14.55,DH,LGA,229,7211,IAD,0,4,8,R,delayed
17.15,DH,LGA,229,7215,IAD,0,4,8,R,delayed
21.2,DH,LGA,229,7684,IAD,0,4,8,R,delayed
6.4,DH,LGA,229,7790,IAD,0,4,8,R,ontime
10.4,DH,LGA,229,7792,IAD,0,4,8,R,ontime
8.4,DH,JFK,228,7800,IAD,0,4,8,R,ontime
12.4,DH,JFK,228,7806,IAD,0,4,8,E,ontime
14.55,DH,JFK,228,7808,IAD,0,4,8,E,ontime
16.45,DH,JFK,228,7810,IAD,0,4,8,E,ontime
17.15,DH,JFK,228,7812,IAD,0,4,8,E,ontime
21.2,DH,JFK,228,7814,IAD,0,4,8,R,ontime
16.1,DH,JFK,228,7816,IAD,0,4,8,E,ontime
14.55,DL,JFK,213,746,DCA,0,4,8,L,delayed
6.3,DL,LGA,214,1740,DCA,0,4,8,Z,ontime
7.3,DL,LGA,214,1742,DCA,0,4,8,L,ontime
8.3,DL,LGA,214,1744,DCA,0,4,8,L,ontime
9.3,DL,LGA,214,1746,DCA,0,4,8,A,ontime
10.3,DL,LGA,214,1748,DCA,0,4,8,Z,ontime
11.3,DL,LGA,214,1750,DCA,0,4,8,L,ontime
12.3,DL,LGA,214,1752,DCA,0,4,8,L,ontime
13.3,DL,LGA,214,1754,DCA,0,4,8,A,ontime
14.3,DL,LGA,214,1756,DCA,0,4,8,L,ontime
15.3,DL,LGA,214,1758,DCA,0,4,8,L,ontime
16.3,DL,LGA,214,1760,DCA,0,4,8,L,ontime
17.3,DL,LGA,214,1762,DCA,0,4,8,A,ontime
18.3,DL,LGA,214,1764,DCA,0,4,8,L,ontime
19.3,DL,LGA,214,1766,DCA,0,4,8,L,ontime
20.3,DL,LGA,214,1768,DCA,0,4,8,L,ontime
15.3,MQ,JFK,213,4752,DCA,0,4,8,Q,ontime
6.0,MQ,JFK,213,4760,DCA,0,4,8,Q,ontime
18.3,MQ,JFK,213,4784,DCA,0,4,8,Q,ontime
7.0,MQ,LGA,214,4952,DCA,0,4,8,Q,ontime
8.0,MQ,LGA,214,4954,DCA,0,4,8,Q,ontime
9.0,MQ,LGA,214,4956,DCA,0,4,8,Q,ontime
11.0,MQ,LGA,214,4960,DCA,0,4,8,Q,ontime
13.0,MQ,LGA,214,4964,DCA,0,4,8,Q,ontime
14.0,MQ,LGA,214,4966,DCA,0,4,8,Q,ontime
15.0,MQ,LGA,214,4968,DCA,0,4,8,Q,ontime
16.0,MQ,LGA,214,4970,DCA,0,4,8,Q,ontime
19.0,MQ,LGA,214,4976,DCA,0,4,8,Q,ontime
8.5,UA,LGA,229,846,IAD,0,4,8,A,ontime
6.3,US,LGA,214,1479,DCA,0,4,8,W,ontime
7.0,US,LGA,214,2160,DCA,0,4,8,W,ontime
8.0,US,LGA,214,2162,DCA,0,4,8,W,ontime
9.0,US,LGA,214,2164,DCA,0,4,8,W,ontime
10.0,US,LGA,214,2166,DCA,0,4,8,W,ontime
11.0,US,LGA,214,2168,DCA,0,4,8,W,ontime
12.0,US,LGA,214,2170,DCA,0,4,8,W,ontime
13.0,US,LGA,214,2172,DCA,0,4,8,W,ontime
14.0,US,LGA,214,2174,DCA,0,4,8,W,ontime
15.0,US,LGA,214,2176,DCA,0,4,8,W,ontime
16.0,US,LGA,214,2178,DCA,0,4,8,W,ontime
17.0,US,LGA,214,2180,DCA,0,4,8,W,delayed
18.0,US,LGA,214,2182,DCA,0,4,8,W,ontime
19.0,US,LGA,214,2184,DCA,0,4,8,W,delayed
20.0,US,LGA,214,2186,DCA,0,4,8,W,delayed
21.0,US,LGA,214,2188,DCA,0,4,8,W,ontime
17.2,RU,EWR,169,3372,BWI,0,4,8,8,ontime
14.55,RU,EWR,169,2403,BWI,0,4,8,5,ontime
10.3,RU,EWR,169,2303,BWI,0,4,8,3,ontime
7.0,RU,EWR,169,2703,BWI,0,4,8,3,ontime
17.3,CO,EWR,199,814,DCA,0,4,8,7,ontime
7.35,CO,EWR,199,806,DCA,0,4,8,2,ontime
13.0,CO,EWR,199,808,DCA,0,4,8,8,ontime
19.0,CO,EWR,199,816,DCA,0,4,8,5,ontime
8.4,DH,EWR,213,7299,IAD,0,4,8,R,ontime
17.1,DH,EWR,213,7302,IAD,0,4,8,R,ontime
12.45,DH,EWR,213,7303,IAD,0,4,8,R,ontime
21.2,DH,EWR,213,7304,IAD,0,4,8,R,ontime
6.3,DH,EWR,213,7305,IAD,0,4,8,E,ontime
14.3,DH,EWR,213,7307,IAD,0,4,8,E,ontime
15.0,RU,EWR,213,2156,IAD,0,4,8,2,ontime
19.0,RU,EWR,213,2385,IAD,0,4,8,3,ontime
13.0,RU,EWR,213,2692,IAD,0,4,8,4,ontime
16.3,RU,EWR,199,2181,DCA,0,4,8,5,ontime
6.45,RU,EWR,199,2761,DCA,0,4,8,5,delayed
13.59,RU,EWR,199,2216,DCA,0,4,8,6,ontime
7.0,RU,EWR,213,2855,IAD,0,4,8,2,ontime
17.0,RU,EWR,213,2497,IAD,0,4,8,4,ontime
9.0,RU,EWR,199,2582,DCA,0,4,8,5,ontime
21.0,RU,EWR,199,2879,DCA,0,4,8,4,ontime
15.25,RU,EWR,199,2261,DCA,0,4,8,3,ontime
14.55,OH,JFK,184,5935,BWI,0,5,9,A,ontime
16.4,DH,JFK,213,6155,DCA,0,5,9,J,ontime
12.45,DH,LGA,229,7208,IAD,0,5,9,R,ontime
14.55,DH,LGA,229,7211,IAD,0,5,9,R,delayed
17.15,DH,LGA,229,7215,IAD,0,5,9,R,delayed
21.2,DH,LGA,229,7684,IAD,0,5,9,R,ontime
6.4,DH,LGA,229,7790,IAD,0,5,9,R,delayed
10.4,DH,LGA,229,7792,IAD,0,5,9,R,ontime
8.4,DH,JFK,228,7800,IAD,0,5,9,R,delayed
12.4,DH,JFK,228,7806,IAD,0,5,9,E,ontime
14.55,DH,JFK,228,7808,IAD,0,5,9,E,ontime
16.45,DH,JFK,228,7810,IAD,0,5,9,E,ontime
17.15,DH,JFK,228,7812,IAD,0,5,9,E,ontime
21.2,DH,JFK,228,7814,IAD,0,5,9,R,ontime
16.1,DH,JFK,228,7816,IAD,0,5,9,E,ontime
14.55,DL,JFK,213,746,DCA,0,5,9,L,ontime
6.3,DL,LGA,214,1740,DCA,0,5,9,L,ontime
7.3,DL,LGA,214,1742,DCA,0,5,9,A,delayed
8.3,DL,LGA,214,1744,DCA,0,5,9,L,ontime
9.3,DL,LGA,214,1746,DCA,0,5,9,L,ontime
10.3,DL,LGA,214,1748,DCA,0,5,9,L,ontime
11.3,DL,LGA,214,1750,DCA,0,5,9,A,ontime
12.3,DL,LGA,214,1752,DCA,0,5,9,Z,ontime
13.3,DL,LGA,214,1754,DCA,0,5,9,L,ontime
14.3,DL,LGA,214,1756,DCA,0,5,9,L,ontime
15.3,DL,LGA,214,1758,DCA,0,5,9,L,ontime
16.3,DL,LGA,214,1760,DCA,0,5,9,Z,ontime
17.3,DL,LGA,214,1762,DCA,0,5,9,L,ontime
18.3,DL,LGA,214,1764,DCA,0,5,9,L,ontime
19.3,DL,LGA,214,1766,DCA,0,5,9,L,ontime
20.3,DL,LGA,214,1768,DCA,0,5,9,Z,ontime
15.3,MQ,JFK,213,4752,DCA,0,5,9,Q,ontime
6.0,MQ,JFK,213,4760,DCA,0,5,9,Q,ontime
18.3,MQ,JFK,213,4784,DCA,0,5,9,Q,delayed
8.0,MQ,LGA,214,4954,DCA,0,5,9,Q,delayed
9.0,MQ,LGA,214,4956,DCA,0,5,9,Q,ontime
11.0,MQ,LGA,214,4960,DCA,0,5,9,Q,delayed
13.0,MQ,LGA,214,4964,DCA,0,5,9,Q,ontime
14.0,MQ,LGA,214,4966,DCA,0,5,9,Q,ontime
15.0,MQ,LGA,214,4968,DCA,0,5,9,Q,ontime
16.0,MQ,LGA,214,4970,DCA,0,5,9,Q,delayed
17.0,MQ,LGA,214,4972,DCA,0,5,9,Q,ontime
19.0,MQ,LGA,214,4976,DCA,0,5,9,Q,delayed
8.5,UA,LGA,229,846,IAD,0,5,9,A,delayed
6.3,US,LGA,214,1479,DCA,0,5,9,W,ontime
7.0,US,LGA,214,2160,DCA,0,5,9,W,ontime
8.0,US,LGA,214,2162,DCA,0,5,9,W,ontime
10.0,US,LGA,214,2166,DCA,0,5,9,W,ontime
11.0,US,LGA,214,2168,DCA,0,5,9,W,ontime
12.0,US,LGA,214,2170,DCA,0,5,9,W,ontime
13.0,US,LGA,214,2172,DCA,0,5,9,W,ontime
14.0,US,LGA,214,2174,DCA,0,5,9,W,ontime
15.0,US,LGA,214,2176,DCA,0,5,9,W,ontime
16.0,US,LGA,214,2178,DCA,0,5,9,W,ontime
17.0,US,LGA,214,2180,DCA,0,5,9,W,ontime
18.0,US,LGA,214,2182,DCA,0,5,9,W,ontime
19.0,US,LGA,214,2184,DCA,0,5,9,W,ontime
20.0,US,LGA,214,2186,DCA,0,5,9,W,ontime
21.0,US,LGA,214,2188,DCA,0,5,9,W,ontime
17.2,RU,EWR,169,3372,BWI,0,5,9,3,ontime
14.55,RU,EWR,169,2403,BWI,0,5,9,6,ontime
10.3,RU,EWR,169,2303,BWI,0,5,9,9,delayed
7.0,RU,EWR,169,2703,BWI,0,5,9,2,ontime
17.3,CO,EWR,199,814,DCA,0,5,9,3,ontime
19.0,CO,EWR,199,816,DCA,0,5,9,5,ontime
13.0,CO,EWR,199,808,DCA,0,5,9,4,ontime
7.35,CO,EWR,199,806,DCA,0,5,9,1,ontime
8.4,DH,EWR,213,7299,IAD,0,5,9,R,ontime
17.1,DH,EWR,213,7302,IAD,0,5,9,R,ontime
12.45,DH,EWR,213,7303,IAD,0,5,9,R,ontime
21.2,DH,EWR,213,7304,IAD,0,5,9,R,ontime
6.3,DH,EWR,213,7305,IAD,0,5,9,E,ontime
14.3,DH,EWR,213,7307,IAD,0,5,9,E,ontime
16.3,RU,EWR,199,2181,DCA,0,5,9,6,ontime
15.25,RU,EWR,199,2261,DCA,0,5,9,5,ontime
13.59,RU,EWR,199,2216,DCA,0,5,9,9,ontime
7.0,RU,EWR,213,2855,IAD,0,5,9,0,delayed
13.0,RU,EWR,213,2692,IAD,0,5,9,5,ontime
19.0,RU,EWR,213,2385,IAD,0,5,9,2,ontime
15.0,RU,EWR,213,2156,IAD,0,5,9,1,ontime
9.0,RU,EWR,199,2582,DCA,0,5,9,5,ontime
21.0,RU,EWR,199,2879,DCA,0,5,9,7,ontime
17.0,RU,EWR,213,2497,IAD,0,5,9,0,ontime
6.45,RU,EWR,199,2761,DCA,0,5,9,5,ontime
14.55,OH,JFK,184,5935,BWI,0,6,10,A,ontime
16.4,DH,JFK,213,6155,DCA,0,6,10,J,delayed
12.45,DH,LGA,229,7208,IAD,0,6,10,R,ontime
17.15,DH,LGA,229,7215,IAD,0,6,10,R,ontime
21.2,DH,LGA,229,7684,IAD,0,6,10,R,ontime
8.4,DH,JFK,228,7800,IAD,0,6,10,R,delayed
12.4,DH,JFK,228,7806,IAD,0,6,10,E,delayed
16.45,DH,JFK,228,7810,IAD,0,6,10,E,ontime
17.15,DH,JFK,228,7812,IAD,0,6,10,E,ontime
21.2,DH,JFK,228,7814,IAD,0,6,10,R,ontime
18.0,DH,JFK,228,7818,IAD,0,6,10,E,ontime
14.55,DL,JFK,213,746,DCA,0,6,10,E,delayed
7.3,DL,LGA,214,1742,DCA,0,6,10,L,ontime
8.3,DL,LGA,214,1744,DCA,0,6,10,L,ontime
10.3,DL,LGA,214,1748,DCA,0,6,10,L,ontime
12.3,DL,LGA,214,1752,DCA,0,6,10,L,ontime
14.3,DL,LGA,214,1756,DCA,0,6,10,L,ontime
16.3,DL,LGA,214,1760,DCA,0,6,10,L,ontime
18.3,DL,LGA,214,1764,DCA,0,6,10,L,ontime
20.3,DL,LGA,214,1768,DCA,0,6,10,L,ontime
15.3,MQ,JFK,213,4752,DCA,0,6,10,Q,ontime
6.0,MQ,JFK,213,4760,DCA,0,6,10,Q,delayed
18.3,MQ,JFK,213,4784,DCA,0,6,10,Q,ontime
9.0,MQ,LGA,214,4956,DCA,0,6,10,Q,ontime
13.0,MQ,LGA,214,4964,DCA,0,6,10,Q,ontime
8.5,UA,LGA,229,846,IAD,0,6,10,A,ontime
7.0,US,LGA,214,2160,DCA,0,6,10,W,ontime
9.0,US,LGA,214,2164,DCA,0,6,10,W,ontime
11.0,US,LGA,214,2168,DCA,0,6,10,W,ontime
13.0,US,LGA,214,2172,DCA,0,6,10,W,ontime
15.0,US,LGA,214,2176,DCA,0,6,10,W,ontime
17.0,US,LGA,214,2180,DCA,0,6,10,W,ontime
19.0,US,LGA,214,2184,DCA,0,6,10,W,ontime
17.2,RU,EWR,169,3372,BWI,0,6,10,3,ontime
14.55,RU,EWR,169,2229,BWI,0,6,10,3,ontime
7.0,RU,EWR,169,2703,BWI,0,6,10,5,ontime
10.3,RU,EWR,169,2303,BWI,0,6,10,6,ontime
13.0,CO,EWR,199,808,DCA,0,6,10,0,ontime
8.4,DH,EWR,213,7299,IAD,0,6,10,R,ontime
17.1,DH,EWR,213,7302,IAD,0,6,10,R,ontime
12.45,DH,EWR,213,7303,IAD,0,6,10,R,ontime
21.2,DH,EWR,213,7304,IAD,0,6,10,R,ontime
17.0,RU,EWR,213,2497,IAD,0,6,10,9,ontime
7.0,RU,EWR,213,2855,IAD,0,6,10,5,ontime
16.0,RU,EWR,199,2361,DCA,0,6,10,0,ontime
15.0,RU,EWR,213,2156,IAD,0,6,10,3,ontime
6.45,RU,EWR,199,2761,DCA,0,6,10,3,ontime
17.3,RU,EWR,199,2097,DCA,0,6,10,3,ontime
13.59,RU,EWR,199,2216,DCA,0,6,10,3,ontime
9.3,RU,EWR,199,2582,DCA,0,6,10,2,ontime
14.55,OH,JFK,184,5935,BWI,0,7,11,A,ontime
16.4,DH,JFK,213,6155,DCA,0,7,11,J,ontime
12.45,DH,LGA,229,7208,IAD,0,7,11,R,ontime
14.55,DH,LGA,229,7211,IAD,0,7,11,E,ontime
17.15,DH,LGA,229,7215,IAD,0,7,11,R,ontime
21.2,DH,LGA,229,7684,IAD,0,7,11,R,ontime
8.4,DH,JFK,228,7800,IAD,0,7,11,R,ontime
12.4,DH,JFK,228,7806,IAD,0,7,11,E,ontime
14.55,DH,JFK,228,7808,IAD,0,7,11,E,delayed
16.45,DH,JFK,228,7810,IAD,0,7,11,E,ontime
17.15,DH,JFK,228,7812,IAD,0,7,11,E,ontime
21.2,DH,JFK,228,7814,IAD,0,7,11,R,delayed
16.1,DH,JFK,228,7816,IAD,0,7,11,E,ontime
14.55,DL,JFK,213,746,DCA,0,7,11,L,delayed
8.3,DL,LGA,214,1744,DCA,0,7,11,L,ontime
10.3,DL,LGA,214,1748,DCA,0,7,11,L,ontime
11.3,DL,LGA,214,1750,DCA,0,7,11,L,ontime
12.3,DL,LGA,214,1752,DCA,0,7,11,L,ontime
13.3,DL,LGA,214,1754,DCA,0,7,11,Z,ontime
14.3,DL,LGA,214,1756,DCA,0,7,11,L,ontime
15.3,DL,LGA,214,1758,DCA,0,7,11,L,ontime
16.3,DL,LGA,214,1760,DCA,0,7,11,L,ontime
17.3,DL,LGA,214,1762,DCA,0,7,11,Z,ontime
18.3,DL,LGA,214,1764,DCA,0,7,11,L,ontime
19.3,DL,LGA,214,1766,DCA,0,7,11,L,ontime
20.3,DL,LGA,214,1768,DCA,0,7,11,L,ontime
15.3,MQ,JFK,213,4752,DCA,0,7,11,Q,ontime
6.0,MQ,JFK,213,4760,DCA,0,7,11,Q,ontime
9.25,MQ,JFK,213,4771,DCA,0,7,11,Q,ontime
18.3,MQ,JFK,213,4784,DCA,0,7,11,Q,delayed
13.0,MQ,LGA,214,4964,DCA,0,7,11,Q,delayed
15.0,MQ,LGA,214,4968,DCA,0,7,11,Q,ontime
17.0,MQ,LGA,214,4972,DCA,0,7,11,Q,ontime
19.0,MQ,LGA,214,4976,DCA,0,7,11,Q,ontime
8.5,UA,LGA,229,846,IAD,0,7,11,A,ontime
9.0,US,LGA,214,2164,DCA,0,7,11,W,ontime
10.0,US,LGA,214,2166,DCA,0,7,11,W,ontime
11.0,US,LGA,214,2168,DCA,0,7,11,W,ontime
12.0,US,LGA,214,2170,DCA,0,7,11,W,ontime
13.0,US,LGA,214,2172,DCA,0,7,11,W,ontime
14.0,US,LGA,214,2174,DCA,0,7,11,W,ontime
15.0,US,LGA,214,2176,DCA,0,7,11,W,ontime
16.0,US,LGA,214,2178,DCA,0,7,11,W,ontime
17.0,US,LGA,214,2180,DCA,0,7,11,W,ontime
18.0,US,LGA,214,2182,DCA,0,7,11,W,ontime
19.0,US,LGA,214,2184,DCA,0,7,11,W,ontime
20.0,US,LGA,214,2186,DCA,0,7,11,W,ontime
21.0,US,LGA,214,2188,DCA,0,7,11,W,ontime
17.2,RU,EWR,169,3372,BWI,0,7,11,0,ontime
10.3,RU,EWR,169,2303,BWI,0,7,11,0,ontime
13.15,RU,EWR,169,2703,BWI,0,7,11,6,ontime
