schedtime,carrier,dest,distance,flightnumber,origin,weather,dayweek,weekmonth,tailnu,delay
13,US,LGA,214,2,DCA,0,3,1,W,ontime
14,US,LGA,214,2,DCA,0,3,1,W,ontime
15,US,LGA,214,2,DCA,0,3,1,W,delayed
16,US,LGA,214,2,DCA,0,3,1,W,delayed
17,US,LGA,214,2,DCA,0,3,1,W,ontime
18,US,LGA,214,2,DCA,0,3,1,W,ontime
19,US,LGA,214,2,DCA,0,3,1,W,ontime
20,US,LGA,214,2,DCA,0,3,1,W,delayed
21,US,LGA,214,2,DCA,0,3,1,W,ontime
7,RU,EWR,169,2,BWI,0,3,1,4,ontime
14,RU,EWR,169,2,BWI,0,3,1,7,ontime
17,RU,EWR,169,3,BWI,0,3,1,5,delayed
10,RU,EWR,169,2,BWI,0,3,1,7,delayed
13,CO,EWR,199,0,DCA,0,3,1,4,ontime
19,CO,EWR,199,0,DCA,0,3,1,2,delayed
17,CO,EWR,199,0,DCA,0,3,1,5,delayed
7,CO,EWR,199,0,DCA,0,3,1,2,ontime
8,DH,EWR,213,7,IAD,0,3,1,R,ontime
17,DH,EWR,213,7,IAD,0,3,1,R,ontime
12,DH,EWR,213,7,IAD,0,3,1,R,delayed
21,DH,EWR,213,7,IAD,0,3,1,R,ontime
6,DH,EWR,213,7,IAD,0,3,1,E,ontime
14,DH,EWR,213,7,IAD,0,3,1,E,ontime
13,RU,EWR,199,2,DCA,0,3,1,7,ontime
7,RU,EWR,213,2,IAD,0,3,1,3,delayed
15,RU,EWR,213,2,IAD,0,3,1,0,delayed
9,RU,EWR,199,2,DCA,0,3,1,6,ontime
13,RU,EWR,213,2,IAD,0,3,1,8,ontime
17,RU,EWR,213,2,IAD,0,3,1,5,ontime
19,RU,EWR,213,2,IAD,0,3,1,7,delayed
6,RU,EWR,199,2,DCA,0,3,1,7,ontime
21,RU,EWR,199,2,DCA,0,3,1,3,ontime
15,RU,EWR,199,2,DCA,0,3,1,0,ontime
16,RU,EWR,199,2,DCA,0,3,1,8,ontime
14,OH,JFK,184,5,BWI,0,4,1,A,ontime
16,DH,JFK,213,6,DCA,0,4,1,J,delayed
12,DH,LGA,229,7,IAD,0,4,1,R,ontime
14,DH,LGA,229,7,IAD,0,4,1,R,delayed
17,DH,LGA,229,7,IAD,0,4,1,R,delayed
21,DH,LGA,229,7,IAD,0,4,1,R,delayed
6,DH,LGA,229,7,IAD,0,4,1,R,ontime
10,DH,LGA,229,7,IAD,0,4,1,R,ontime
8,DH,JFK,228,7,IAD,0,4,1,R,ontime
12,DH,JFK,228,7,IAD,0,4,1,E,ontime
14,DH,JFK,228,7,IAD,0,4,1,E,ontime
16,DH,JFK,228,7,IAD,0,4,1,E,ontime
17,DH,JFK,228,7,IAD,0,4,1,E,ontime
21,DH,JFK,228,7,IAD,0,4,1,R,ontime
16,DH,JFK,228,7,IAD,0,4,1,E,ontime
14,DL,JFK,213,0,DCA,0,4,1,L,delayed
6,DL,LGA,214,1,DCA,0,4,1,Z,ontime
7,DL,LGA,214,1,DCA,0,4,1,L,ontime
8,DL,LGA,214,1,DCA,0,4,1,L,ontime
9,DL,LGA,214,1,DCA,0,4,1,A,ontime
10,DL,LGA,214,1,DCA,0,4,1,Z,ontime
11,DL,LGA,214,1,DCA,0,4,1,L,ontime
12,DL,LGA,214,1,DCA,0,4,1,L,ontime
13,DL,LGA,214,1,DCA,0,4,1,A,ontime
14,DL,LGA,214,1,DCA,0,4,1,L,ontime
15,DL,LGA,214,1,DCA,0,4,1,L,ontime
16,DL,LGA,214,1,DCA,0,4,1,L,ontime
17,DL,LGA,214,1,DCA,0,4,1,A,ontime
18,DL,LGA,214,1,DCA,0,4,1,L,ontime
19,DL,LGA,214,1,DCA,0,4,1,L,ontime
20,DL,LGA,214,1,DCA,0,4,1,L,ontime
15,MQ,JFK,213,4,DCA,0,4,1,Q,ontime
6,MQ,JFK,213,4,DCA,0,4,1,Q,ontime
18,MQ,JFK,213,4,DCA,0,4,1,Q,ontime
7,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
8,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
9,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
11,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
13,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
14,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
15,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
16,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
19,MQ,LGA,214,4,DCA,0,4,1,Q,ontime
8,UA,LGA,229,0,IAD,0,4,1,A,ontime
6,US,LGA,214,1,DCA,0,4,1,W,ontime
7,US,LGA,214,2,DCA,0,4,1,W,ontime
8,US,LGA,214,2,DCA,0,4,1,W,ontime
9,US,LGA,214,2,DCA,0,4,1,W,ontime
10,US,LGA,214,2,DCA,0,4,1,W,ontime
11,US,LGA,214,2,DCA,0,4,1,W,ontime
12,US,LGA,214,2,DCA,0,4,1,W,ontime
13,US,LGA,214,2,DCA,0,4,1,W,ontime
14,US,LGA,214,2,DCA,0,4,1,W,ontime
15,US,LGA,214,2,DCA,0,4,1,W,ontime
16,US,LGA,214,2,DCA,0,4,1,W,ontime
17,US,LGA,214,2,DCA,0,4,1,W,delayed
18,US,LGA,214,2,DCA,0,4,1,W,ontime
19,US,LGA,214,2,DCA,0,4,1,W,delayed
20,US,LGA,214,2,DCA,0,4,1,W,delayed
21,US,LGA,214,2,DCA,0,4,1,W,ontime
17,RU,EWR,169,3,BWI,0,4,1,8,ontime
14,RU,EWR,169,2,BWI,0,4,1,5,ontime
10,RU,EWR,169,2,BWI,0,4,1,3,ontime
7,RU,EWR,169,2,BWI,0,4,1,3,ontime
17,CO,EWR,199,0,DCA,0,4,1,7,ontime
7,CO,EWR,199,0,DCA,0,4,1,2,ontime
13,CO,EWR,199,0,DCA,0,4,1,8,ontime
19,CO,EWR,199,0,DCA,0,4,1,5,ontime
8,DH,EWR,213,7,IAD,0,4,1,R,ontime
17,DH,EWR,213,7,IAD,0,4,1,R,ontime
12,DH,EWR,213,7,IAD,0,4,1,R,ontime
21,DH,EWR,213,7,IAD,0,4,1,R,ontime
6,DH,EWR,213,7,IAD,0,4,1,E,ontime
14,DH,EWR,213,7,IAD,0,4,1,E,ontime
15,RU,EWR,213,2,IAD,0,4,1,2,ontime
19,RU,EWR,213,2,IAD,0,4,1,3,ontime
13,RU,EWR,213,2,IAD,0,4,1,4,ontime
16,RU,EWR,199,2,DCA,0,4,1,5,ontime
6,RU,EWR,199,2,DCA,0,4,1,5,delayed
13,RU,EWR,199,2,DCA,0,4,1,6,ontime
7,RU,EWR,213,2,IAD,0,4,1,2,ontime
17,RU,EWR,213,2,IAD,0,4,1,4,ontime
9,RU,EWR,199,2,DCA,0,4,1,5,ontime
21,RU,EWR,199,2,DCA,0,4,1,4,ontime
15,RU,EWR,199,2,DCA,0,4,1,3,ontime
14,OH,JFK,184,5,BWI,0,5,1,A,ontime
16,DH,JFK,213,6,DCA,0,5,1,J,ontime
12,DH,LGA,229,7,IAD,0,5,1,R,ontime
14,DH,LGA,229,7,IAD,0,5,1,R,delayed
17,DH,LGA,229,7,IAD,0,5,1,R,delayed
21,DH,LGA,229,7,IAD,0,5,1,R,ontime
6,DH,LGA,229,7,IAD,0,5,1,R,delayed
10,DH,LGA,229,7,IAD,0,5,1,R,ontime
8,DH,JFK,228,7,IAD,0,5,1,R,delayed
12,DH,JFK,228,7,IAD,0,5,1,E,ontime
14,DH,JFK,228,7,IAD,0,5,1,E,ontime
16,DH,JFK,228,7,IAD,0,5,1,E,ontime
17,DH,JFK,228,7,IAD,0,5,1,E,ontime
21,DH,JFK,228,7,IAD,0,5,1,R,ontime
16,DH,JFK,228,7,IAD,0,5,1,E,ontime
14,DL,JFK,213,0,DCA,0,5,1,L,ontime
6,DL,LGA,214,1,DCA,0,5,1,L,ontime
7,DL,LGA,214,1,DCA,0,5,1,A,delayed
8,DL,LGA,214,1,DCA,0,5,1,L,ontime
9,DL,LGA,214,1,DCA,0,5,1,L,ontime
10,DL,LGA,214,1,DCA,0,5,1,L,ontime
11,DL,LGA,214,1,DCA,0,5,1,A,ontime
12,DL,LGA,214,1,DCA,0,5,1,Z,ontime
13,DL,LGA,214,1,DCA,0,5,1,L,ontime
14,DL,LGA,214,1,DCA,0,5,1,L,ontime
15,DL,LGA,214,1,DCA,0,5,1,L,ontime
16,DL,LGA,214,1,DCA,0,5,1,Z,ontime
17,DL,LGA,214,1,DCA,0,5,1,L,ontime
18,DL,LGA,214,1,DCA,0,5,1,L,ontime
19,DL,LGA,214,1,DCA,0,5,1,L,ontime
20,DL,LGA,214,1,DCA,0,5,1,Z,ontime
15,MQ,JFK,213,4,DCA,0,5,1,Q,ontime
6,MQ,JFK,213,4,DCA,0,5,1,Q,ontime
18,MQ,JFK,213,4,DCA,0,5,1,Q,delayed
8,MQ,LGA,214,4,DCA,0,5,1,Q,delayed
9,MQ,LGA,214,4,DCA,0,5,1,Q,ontime
11,MQ,LGA,214,4,DCA,0,5,1,Q,delayed
13,MQ,LGA,214,4,DCA,0,5,1,Q,ontime
14,MQ,LGA,214,4,DCA,0,5,1,Q,ontime
15,MQ,LGA,214,4,DCA,0,5,1,Q,ontime
16,MQ,LGA,214,4,DCA,0,5,1,Q,delayed
17,MQ,LGA,214,4,DCA,0,5,1,Q,ontime
19,MQ,LGA,214,4,DCA,0,5,1,Q,delayed
8,UA,LGA,229,0,IAD,0,5,1,A,delayed
6,US,LGA,214,1,DCA,0,5,1,W,ontime
7,US,LGA,214,2,DCA,0,5,1,W,ontime
8,US,LGA,214,2,DCA,0,5,1,W,ontime
10,US,LGA,214,2,DCA,0,5,1,W,ontime
11,US,LGA,214,2,DCA,0,5,1,W,ontime
12,US,LGA,214,2,DCA,0,5,1,W,ontime
13,US,LGA,214,2,DCA,0,5,1,W,ontime
14,US,LGA,214,2,DCA,0,5,1,W,ontime
15,US,LGA,214,2,DCA,0,5,1,W,ontime
16,US,LGA,214,2,DCA,0,5,1,W,ontime
17,US,LGA,214,2,DCA,0,5,1,W,ontime
18,US,LGA,214,2,DCA,0,5,1,W,ontime
19,US,LGA,214,2,DCA,0,5,1,W,ontime
20,US,LGA,214,2,DCA,0,5,1,W,ontime
21,US,LGA,214,2,DCA,0,5,1,W,ontime
17,RU,EWR,169,3,BWI,0,5,1,3,ontime
14,RU,EWR,169,2,BWI,0,5,1,6,ontime
10,RU,EWR,169,2,BWI,0,5,1,9,delayed
7,RU,EWR,169,2,BWI,0,5,1,2,ontime
17,CO,EWR,199,0,DCA,0,5,1,3,ontime
19,CO,EWR,199,0,DCA,0,5,1,5,ontime
13,CO,EWR,199,0,DCA,0,5,1,4,ontime
7,CO,EWR,199,0,DCA,0,5,1,1,ontime
8,DH,EWR,213,7,IAD,0,5,1,R,ontime
17,DH,EWR,213,7,IAD,0,5,1,R,ontime
12,DH,EWR,213,7,IAD,0,5,1,R,ontime
21,DH,EWR,213,7,IAD,0,5,1,R,ontime
6,DH,EWR,213,7,IAD,0,5,1,E,ontime
14,DH,EWR,213,7,IAD,0,5,1,E,ontime
16,RU,EWR,199,2,DCA,0,5,1,6,ontime
15,RU,EWR,199,2,DCA,0,5,1,5,ontime
13,RU,EWR,199,2,DCA,0,5,1,9,ontime
7,RU,EWR,213,2,IAD,0,5,1,0,delayed
13,RU,EWR,213,2,IAD,0,5,1,5,ontime
19,RU,EWR,213,2,IAD,0,5,1,2,ontime
15,RU,EWR,213,2,IAD,0,5,1,1,ontime
9,RU,EWR,199,2,DCA,0,5,1,5,ontime
21,RU,EWR,199,2,DCA,0,5,1,7,ontime
17,RU,EWR,213,2,IAD,0,5,1,0,ontime
6,RU,EWR,199,2,DCA,0,5,1,5,ontime
14,OH,JFK,184,5,BWI,0,6,1,A,ontime
16,DH,JFK,213,6,DCA,0,6,1,J,delayed
12,DH,LGA,229,7,IAD,0,6,1,R,ontime
17,DH,LGA,229,7,IAD,0,6,1,R,ontime
21,DH,LGA,229,7,IAD,0,6,1,R,ontime
8,DH,JFK,228,7,IAD,0,6,1,R,delayed
12,DH,JFK,228,7,IAD,0,6,1,E,delayed
16,DH,JFK,228,7,IAD,0,6,1,E,ontime
17,DH,JFK,228,7,IAD,0,6,1,E,ontime
21,DH,JFK,228,7,IAD,0,6,1,R,ontime
18,DH,JFK,228,7,IAD,0,6,1,E,ontime
14,DL,JFK,213,0,DCA,0,6,1,E,delayed
7,DL,LGA,214,1,DCA,0,6,1,L,ontime
8,DL,LGA,214,1,DCA,0,6,1,L,ontime
10,DL,LGA,214,1,DCA,0,6,1,L,ontime
12,DL,LGA,214,1,DCA,0,6,1,L,ontime
14,DL,LGA,214,1,DCA,0,6,1,L,ontime
16,DL,LGA,214,1,DCA,0,6,1,L,ontime
18,DL,LGA,214,1,DCA,0,6,1,L,ontime
20,DL,LGA,214,1,DCA,0,6,1,L,ontime
15,MQ,JFK,213,4,DCA,0,6,1,Q,ontime
6,MQ,JFK,213,4,DCA,0,6,1,Q,delayed
18,MQ,JFK,213,4,DCA,0,6,1,Q,ontime
9,MQ,LGA,214,4,DCA,0,6,1,Q,ontime
13,MQ,LGA,214,4,DCA,0,6,1,Q,ontime
8,UA,LGA,229,0,IAD,0,6,1,A,ontime
7,US,LGA,214,2,DCA,0,6,1,W,ontime
9,US,LGA,214,2,DCA,0,6,1,W,ontime
11,US,LGA,214,2,DCA,0,6,1,W,ontime
13,US,LGA,214,2,DCA,0,6,1,W,ontime
15,US,LGA,214,2,DCA,0,6,1,W,ontime
17,US,LGA,214,2,DCA,0,6,1,W,ontime
19,US,LGA,214,2,DCA,0,6,1,W,ontime
17,RU,EWR,169,3,BWI,0,6,1,3,ontime
14,RU,EWR,169,2,BWI,0,6,1,3,ontime
7,RU,EWR,169,2,BWI,0,6,1,5,ontime
10,RU,EWR,169,2,BWI,0,6,1,6,ontime
13,CO,EWR,199,0,DCA,0,6,1,0,ontime
8,DH,EWR,213,7,IAD,0,6,1,R,ontime
17,DH,EWR,213,7,IAD,0,6,1,R,ontime
12,DH,EWR,213,7,IAD,0,6,1,R,ontime
21,DH,EWR,213,7,IAD,0,6,1,R,ontime
17,RU,EWR,213,2,IAD,0,6,1,9,ontime
7,RU,EWR,213,2,IAD,0,6,1,5,ontime
16,RU,EWR,199,2,DCA,0,6,1,0,ontime
15,RU,EWR,213,2,IAD,0,6,1,3,ontime
6,RU,EWR,199,2,DCA,0,6,1,3,ontime
17,RU,EWR,199,2,DCA,0,6,1,3,ontime
13,RU,EWR,199,2,DCA,0,6,1,3,ontime
9,RU,EWR,199,2,DCA,0,6,1,2,ontime
14,OH,JFK,184,5,BWI,0,7,1,A,ontime
16,DH,JFK,213,6,DCA,0,7,1,J,ontime
12,DH,LGA,229,7,IAD,0,7,1,R,ontime
14,DH,LGA,229,7,IAD,0,7,1,E,ontime
17,DH,LGA,229,7,IAD,0,7,1,R,ontime
21,DH,LGA,229,7,IAD,0,7,1,R,ontime
8,DH,JFK,228,7,IAD,0,7,1,R,ontime
12,DH,JFK,228,7,IAD,0,7,1,E,ontime
14,DH,JFK,228,7,IAD,0,7,1,E,delayed
16,DH,JFK,228,7,IAD,0,7,1,E,ontime
17,DH,JFK,228,7,IAD,0,7,1,E,ontime
21,DH,JFK,228,7,IAD,0,7,1,R,delayed
16,DH,JFK,228,7,IAD,0,7,1,E,ontime
14,DL,JFK,213,0,DCA,0,7,1,L,delayed
8,DL,LGA,214,1,DCA,0,7,1,L,ontime
10,DL,LGA,214,1,DCA,0,7,1,L,ontime
11,DL,LGA,214,1,DCA,0,7,1,L,ontime
12,DL,LGA,214,1,DCA,0,7,1,L,ontime
13,DL,LGA,214,1,DCA,0,7,1,Z,ontime
14,DL,LGA,214,1,DCA,0,7,1,L,ontime
15,DL,LGA,214,1,DCA,0,7,1,L,ontime
16,DL,LGA,214,1,DCA,0,7,1,L,ontime
17,DL,LGA,214,1,DCA,0,7,1,Z,ontime
18,DL,LGA,214,1,DCA,0,7,1,L,ontime
19,DL,LGA,214,1,DCA,0,7,1,L,ontime
20,DL,LGA,214,1,DCA,0,7,1,L,ontime
15,MQ,JFK,213,4,DCA,0,7,1,Q,ontime
6,MQ,JFK,213,4,DCA,0,7,1,Q,ontime
9,MQ,JFK,213,4,DCA,0,7,1,Q,ontime
18,MQ,JFK,213,4,DCA,0,7,1,Q,delayed
13,MQ,LGA,214,4,DCA,0,7,1,Q,delayed
15,MQ,LGA,214,4,DCA,0,7,1,Q,ontime
17,MQ,LGA,214,4,DCA,0,7,1,Q,ontime
19,MQ,LGA,214,4,DCA,0,7,1,Q,ontime
8,UA,LGA,229,0,IAD,0,7,1,A,ontime
9,US,LGA,214,2,DCA,0,7,1,W,ontime
10,US,LGA,214,2,DCA,0,7,1,W,ontime
11,US,LGA,214,2,DCA,0,7,1,W,ontime
12,US,LGA,214,2,DCA,0,7,1,W,ontime
13,US,LGA,214,2,DCA,0,7,1,W,ontime
14,US,LGA,214,2,DCA,0,7,1,W,ontime
15,US,LGA,214,2,DCA,0,7,1,W,ontime
16,US,LGA,214,2,DCA,0,7,1,W,ontime
17,US,LGA,214,2,DCA,0,7,1,W,ontime
18,US,LGA,214,2,DCA,0,7,1,W,ontime
19,US,LGA,214,2,DCA,0,7,1,W,ontime
20,US,LGA,214,2,DCA,0,7,1,W,ontime
21,US,LGA,214,2,DCA,0,7,1,W,ontime
17,RU,EWR,169,3,BWI,0,7,1,0,ontime
10,RU,EWR,169,2,BWI,0,7,1,0,ontime
13,RU,EWR,169,2,BWI,0,7,1,6,ontime
14,RU,EWR,169,2,BWI,0,7,1,5,ontime
19,CO,EWR,199,0,DCA,0,7,1,8,ontime
13,CO,EWR,199,1,DCA,0,7,1,6,ontime
16,CO,EWR,199,0,DCA,0,7,1,3,ontime
8,DH,EWR,213,7,IAD,0,7,1,R,ontime
17,DH,EWR,213,7,IAD,0,7,1,R,ontime
12,DH,EWR,213,7,IAD,0,7,1,R,ontime
21,DH,EWR,213,7,IAD,0,7,1,R,ontime
14,DH,EWR,213,7,IAD,0,7,1,E,delayed
21,RU,EWR,199,2,DCA,0,7,1,3,ontime
8,RU,EWR,213,2,IAD,0,7,1,5,ontime
17,RU,EWR,213,2,IAD,0,7,1,9,ontime
17,RU,EWR,199,2,DCA,0,7,1,6,ontime
13,RU,EWR,199,2,DCA,0,7,1,3,ontime
9,RU,EWR,199,2,DCA,0,7,1,8,ontime
15,RU,EWR,213,2,IAD,0,7,1,5,ontime
19,RU,EWR,213,2,IAD,0,7,1,5,ontime
14,OH,JFK,184,5,BWI,0,1,1,A,ontime
16,DH,JFK,213,6,DCA,0,1,1,J,ontime
12,DH,LGA,229,7,IAD,0,1,1,E,ontime
14,DH,LGA,229,7,IAD,0,1,1,R,ontime
17,DH,LGA,229,7,IAD,0,1,1,R,ontime
21,DH,LGA,229,7,IAD,0,1,1,R,ontime
6,DH,LGA,229,7,IAD,0,1,1,R,delayed
10,DH,LGA,229,7,IAD,0,1,1,R,ontime
8,DH,JFK,228,7,IAD,0,1,1,R,ontime
12,DH,JFK,228,7,IAD,0,1,1,E,ontime
14,DH,JFK,228,7,IAD,0,1,1,E,delayed
16,DH,JFK,228,7,IAD,0,1,1,E,ontime
17,DH,JFK,228,7,IAD,0,1,1,E,ontime
21,DH,JFK,228,7,IAD,0,1,1,R,ontime
14,DL,JFK,213,0,DCA,0,1,1,L,ontime
6,DL,LGA,214,1,DCA,0,1,1,L,ontime
7,DL,LGA,214,1,DCA,0,1,1,Z,ontime
8,DL,LGA,214,1,DCA,0,1,1,L,ontime
9,DL,LGA,214,1,DCA,0,1,1,L,delayed
10,DL,LGA,214,1,DCA,0,1,1,Z,ontime
11,DL,LGA,214,1,DCA,0,1,1,Z,ontime
12,DL,LGA,214,1,DCA,0,1,1,L,ontime
13,DL,LGA,214,1,DCA,0,1,1,L,ontime
14,DL,LGA,214,1,DCA,0,1,1,Z,ontime
15,DL,LGA,214,1,DCA,0,1,1,Z,ontime
16,DL,LGA,214,1,DCA,0,1,1,L,ontime
17,DL,LGA,214,1,DCA,0,1,1,L,ontime
18,DL,LGA,214,1,DCA,0,1,1,Z,ontime
19,DL,LGA,214,1,DCA,0,1,1,Z,ontime
20,DL,LGA,214,1,DCA,0,1,1,A,ontime
15,MQ,JFK,213,4,DCA,0,1,1,Q,ontime
6,MQ,JFK,213,4,DCA,0,1,1,Q,ontime
18,MQ,JFK,213,4,DCA,0,1,1,Q,ontime
7,MQ,LGA,214,4,DCA,0,1,1,Q,delayed
8,MQ,LGA,214,4,DCA,0,1,1,Q,ontime
9,MQ,LGA,214,4,DCA,0,1,1,Q,ontime
11,MQ,LGA,214,4,DCA,0,1,1,Q,ontime
13,MQ,LGA,214,4,DCA,0,1,1,Q,ontime
15,MQ,LGA,214,4,DCA,0,1,1,Q,ontime
16,MQ,LGA,214,4,DCA,0,1,1,Q,ontime
17,MQ,LGA,214,4,DCA,0,1,1,Q,ontime
19,MQ,LGA,214,4,DCA,0,1,1,Q,ontime
8,UA,LGA,229,0,IAD,0,1,1,A,ontime
6,US,LGA,214,1,DCA,0,1,1,W,ontime
7,US,LGA,214,2,DCA,0,1,1,W,delayed
8,US,LGA,214,2,DCA,0,1,1,W,ontime
9,US,LGA,214,2,DCA,0,1,1,W,ontime
10,US,LGA,214,2,DCA,0,1,1,W,ontime
11,US,LGA,214,2,DCA,0,1,1,W,delayed
12,US,LGA,214,2,DCA,0,1,1,W,ontime
13,US,LGA,214,2,DCA,0,1,1,W,ontime
14,US,LGA,214,2,DCA,0,1,1,W,ontime
15,US,LGA,214,2,DCA,0,1,1,W,ontime
16,US,LGA,214,2,DCA,0,1,1,W,ontime
17,US,LGA,214,2,DCA,0,1,1,W,delayed
18,US,LGA,214,2,DCA,0,1,1,W,ontime
19,US,LGA,214,2,DCA,0,1,1,W,ontime
20,US,LGA,214,2,DCA,0,1,1,W,ontime
21,US,LGA,214,2,DCA,0,1,1,W,ontime
7,RU,EWR,169,2,BWI,0,1,1,6,ontime
14,RU,EWR,169,2,BWI,0,1,1,6,delayed
17,RU,EWR,169,3,BWI,0,1,1,2,ontime
10,RU,EWR,169,2,BWI,0,1,1,0,ontime
7,CO,EWR,199,0,DCA,0,1,1,6,ontime
13,CO,EWR,199,0,DCA,0,1,1,7,ontime
17,CO,EWR,199,0,DCA,0,1,1,4,delayed
19,CO,EWR,199,0,DCA,0,1,1,9,ontime
8,DH,EWR,213,7,IAD,0,1,1,R,ontime
17,DH,EWR,213,7,IAD,0,1,1,R,ontime
12,DH,EWR,213,7,IAD,0,1,1,R,delayed
21,DH,EWR,213,7,IAD,0,1,1,E,ontime
6,DH,EWR,213,7,IAD,0,1,1,E,ontime
14,DH,EWR,213,7,IAD,0,1,1,E,ontime
13,RU,EWR,199,2,DCA,0,1,1,0,ontime
9,RU,EWR,199,2,DCA,0,1,1,4,ontime
15,RU,EWR,199,2,DCA,0,1,1,6,ontime
17,RU,EWR,213,2,IAD,0,1,1,7,ontime
19,RU,EWR,213,2,IAD,0,1,1,6,ontime
21,RU,EWR,199,2,DCA,0,1,1,7,ontime
13,RU,EWR,213,2,IAD,0,1,1,7,ontime
6,RU,EWR,199,2,DCA,0,1,1,7,ontime
16,RU,EWR,199,2,DCA,0,1,1,3,ontime
7,RU,EWR,213,2,IAD,0,1,1,6,ontime
15,RU,EWR,213,2,IAD,0,1,1,4,ontime
14,OH,JFK,184,5,BWI,0,2,1,A,ontime
16,DH,JFK,213,6,DCA,0,2,1,J,ontime
12,DH,LGA,229,7,IAD,0,2,1,E,ontime
17,DH,LGA,229,7,IAD,0,2,1,R,delayed
21,DH,LGA,229,7,IAD,0,2,1,R,ontime
6,DH,LGA,229,7,IAD,0,2,1,R,delayed
10,DH,LGA,229,7,IAD,0,2,1,R,ontime
8,DH,JFK,228,7,IAD,0,2,1,R,ontime
12,DH,JFK,228,7,IAD,0,2,1,E,ontime
14,DH,JFK,228,7,IAD,0,2,1,E,ontime
16,DH,JFK,228,7,IAD,0,2,1,E,ontime
17,DH,JFK,228,7,IAD,0,2,1,E,ontime
21,DH,JFK,228,7,IAD,0,2,1,R,ontime
16,DH,JFK,228,7,IAD,0,2,1,E,delayed
14,DL,JFK,213,0,DCA,0,2,1,E,ontime
6,DL,LGA,214,1,DCA,0,2,1,Z,ontime
7,DL,LGA,214,1,DCA,0,2,1,L,ontime
8,DL,LGA,214,1,DCA,0,2,1,Z,ontime
9,DL,LGA,214,1,DCA,0,2,1,A,ontime
10,DL,LGA,214,1,DCA,0,2,1,Z,ontime
11,DL,LGA,214,1,DCA,0,2,1,L,ontime
12,DL,LGA,214,1,DCA,0,2,1,Z,ontime
13,DL,LGA,214,1,DCA,0,2,1,A,ontime
14,DL,LGA,214,1,DCA,0,2,1,Z,ontime
15,DL,LGA,214,1,DCA,0,2,1,L,ontime
16,DL,LGA,214,1,DCA,0,2,1,Z,delayed
17,DL,LGA,214,1,DCA,0,2,1,A,ontime
18,DL,LGA,214,1,DCA,0,2,1,Z,ontime
19,DL,LGA,214,1,DCA,0,2,1,L,ontime
20,DL,LGA,214,1,DCA,0,2,1,Z,delayed
15,MQ,JFK,213,4,DCA,0,2,1,Q,ontime
6,MQ,JFK,213,4,DCA,0,2,1,Q,ontime
18,MQ,JFK,213,4,DCA,0,2,1,Q,delayed
7,MQ,LGA,214,4,DCA,0,2,1,Q,ontime
8,MQ,LGA,214,4,DCA,0,2,1,Q,ontime
9,MQ,LGA,214,4,DCA,0,2,1,Q,ontime
