schedtime,carrier,dest,distance,flightnumber,origin,weather,dayweek,weekmonth,tailnu,delay
11,MQ,LGA,214,4,DCA,0,2,1,Q,ontime
13,MQ,LGA,214,4,DCA,0,2,1,Q,ontime
14,MQ,LGA,214,4,DCA,0,2,1,Q,ontime
15,MQ,LGA,214,4,DCA,0,2,1,Q,ontime
16,MQ,LGA,214,4,DCA,0,2,1,Q,delayed
17,MQ,LGA,214,4,DCA,0,2,1,Q,delayed
19,MQ,LGA,214,4,DCA,0,2,1,Q,delayed
8,UA,LGA,229,0,IAD,0,2,1,A,ontime
6,US,LGA,214,1,DCA,0,2,1,W,ontime
7,US,LGA,214,2,DCA,0,2,1,W,ontime
8,US,LGA,214,2,DCA,0,2,1,W,ontime
9,US,LGA,214,2,DCA,0,2,1,W,ontime
10,US,LGA,214,2,DCA,0,2,1,W,ontime
11,US,LGA,214,2,DCA,0,2,1,W,ontime
12,US,LGA,214,2,DCA,0,2,1,W,ontime
13,US,LGA,214,2,DCA,0,2,1,W,ontime
14,US,LGA,214,2,DCA,0,2,1,W,ontime
15,US,LGA,214,2,DCA,0,2,1,W,ontime
16,US,LGA,214,2,DCA,0,2,1,W,delayed
17,US,LGA,214,2,DCA,0,2,1,W,ontime
18,US,LGA,214,2,DCA,0,2,1,W,ontime
19,US,LGA,214,2,DCA,0,2,1,W,ontime
20,US,LGA,214,2,DCA,0,2,1,W,ontime
21,US,LGA,214,2,DCA,0,2,1,W,ontime
10,RU,EWR,169,2,BWI,0,2,1,2,ontime
17,RU,EWR,169,3,BWI,0,2,1,2,delayed
7,RU,EWR,169,2,BWI,0,2,1,0,ontime
14,RU,EWR,169,2,BWI,0,2,1,0,delayed
7,CO,EWR,199,0,DCA,0,2,1,2,ontime
17,CO,EWR,199,0,DCA,0,2,1,7,delayed
19,CO,EWR,199,0,DCA,0,2,1,2,delayed
13,CO,EWR,199,0,DCA,0,2,1,6,ontime
8,DH,EWR,213,7,IAD,0,2,1,R,ontime
17,DH,EWR,213,7,IAD,0,2,1,R,ontime
12,DH,EWR,213,7,IAD,0,2,1,R,ontime
21,DH,EWR,213,7,IAD,0,2,1,R,ontime
6,DH,EWR,213,7,IAD,0,2,1,E,ontime
14,DH,EWR,213,7,IAD,0,2,1,E,delayed
13,RU,EWR,213,2,IAD,0,2,1,4,ontime
7,RU,EWR,213,2,IAD,0,2,1,0,ontime
15,RU,EWR,213,2,IAD,0,2,1,9,ontime
17,RU,EWR,213,2,IAD,0,2,1,2,ontime
13,RU,EWR,199,2,DCA,0,2,1,2,ontime
19,RU,EWR,213,2,IAD,0,2,1,3,delayed
15,RU,EWR,199,2,DCA,0,2,1,4,ontime
6,RU,EWR,199,2,DCA,0,2,1,3,ontime
16,RU,EWR,199,2,DCA,0,2,1,4,ontime
9,RU,EWR,199,2,DCA,0,2,1,2,ontime
21,RU,EWR,199,2,DCA,0,2,1,9,ontime
14,OH,JFK,184,5,BWI,0,3,2,A,ontime
16,DH,JFK,213,6,DCA,0,3,2,J,ontime
12,DH,LGA,229,7,IAD,0,3,2,R,ontime
17,DH,LGA,229,7,IAD,0,3,2,R,ontime
21,DH,LGA,229,7,IAD,0,3,2,R,ontime
6,DH,LGA,229,7,IAD,0,3,2,R,ontime
10,DH,LGA,229,7,IAD,0,3,2,E,ontime
8,DH,JFK,228,7,IAD,0,3,2,R,ontime
12,DH,JFK,228,7,IAD,0,3,2,E,ontime
14,DH,JFK,228,7,IAD,0,3,2,E,ontime
16,DH,JFK,228,7,IAD,0,3,2,E,ontime
17,DH,JFK,228,7,IAD,0,3,2,E,ontime
21,DH,JFK,228,7,IAD,0,3,2,R,ontime
16,DH,JFK,228,7,IAD,0,3,2,E,ontime
14,DL,JFK,213,0,DCA,0,3,2,L,ontime
6,DL,LGA,214,1,DCA,0,3,2,Z,ontime
7,DL,LGA,214,1,DCA,0,3,2,A,ontime
8,DL,LGA,214,1,DCA,0,3,2,N,ontime
9,DL,LGA,214,1,DCA,0,3,2,L,ontime
10,DL,LGA,214,1,DCA,0,3,2,Z,ontime
11,DL,LGA,214,1,DCA,0,3,2,A,delayed
12,DL,LGA,214,1,DCA,0,3,2,N,ontime
13,DL,LGA,214,1,DCA,0,3,2,L,ontime
14,DL,LGA,214,1,DCA,0,3,2,Z,ontime
15,DL,LGA,214,1,DCA,0,3,2,A,delayed
16,DL,LGA,214,1,DCA,0,3,2,N,ontime
17,DL,LGA,214,1,DCA,0,3,2,L,ontime
18,DL,LGA,214,1,DCA,0,3,2,Z,ontime
19,DL,LGA,214,1,DCA,0,3,2,A,delayed
20,DL,LGA,214,1,DCA,0,3,2,N,delayed
15,MQ,JFK,213,4,DCA,0,3,2,Q,ontime
6,MQ,JFK,213,4,DCA,0,3,2,Q,ontime
18,MQ,JFK,213,4,DCA,0,3,2,Q,ontime
7,MQ,LGA,214,4,DCA,0,3,2,Q,delayed
8,MQ,LGA,214,4,DCA,0,3,2,Q,ontime
9,MQ,LGA,214,4,DCA,0,3,2,Q,ontime
11,MQ,LGA,214,4,DCA,0,3,2,Q,delayed
13,MQ,LGA,214,4,DCA,0,3,2,Q,ontime
15,MQ,LGA,214,4,DCA,0,3,2,Q,ontime
16,MQ,LGA,214,4,DCA,0,3,2,Q,ontime
17,MQ,LGA,214,4,DCA,0,3,2,Q,ontime
19,MQ,LGA,214,4,DCA,0,3,2,Q,ontime
8,UA,LGA,229,0,IAD,0,3,2,A,ontime
6,US,LGA,214,1,DCA,0,3,2,W,ontime
7,US,LGA,214,2,DCA,0,3,2,W,ontime
8,US,LGA,214,2,DCA,0,3,2,W,ontime
9,US,LGA,214,2,DCA,0,3,2,W,ontime
10,US,LGA,214,2,DCA,0,3,2,W,ontime
11,US,LGA,214,2,DCA,0,3,2,W,ontime
12,US,LGA,214,2,DCA,0,3,2,W,ontime
13,US,LGA,214,2,DCA,0,3,2,W,ontime
14,US,LGA,214,2,DCA,0,3,2,W,ontime
15,US,LGA,214,2,DCA,0,3,2,W,ontime
16,US,LGA,214,2,DCA,0,3,2,W,ontime
17,US,LGA,214,2,DCA,0,3,2,W,ontime
18,US,LGA,214,2,DCA,0,3,2,W,ontime
19,US,LGA,214,2,DCA,0,3,2,W,ontime
20,US,LGA,214,2,DCA,0,3,2,W,delayed
21,US,LGA,214,2,DCA,0,3,2,W,ontime
7,RU,EWR,169,2,BWI,0,3,2,2,ontime
14,RU,EWR,169,2,BWI,0,3,2,0,ontime
17,RU,EWR,169,3,BWI,0,3,2,4,ontime
10,RU,EWR,169,2,BWI,0,3,2,1,ontime
13,CO,EWR,199,0,DCA,0,3,2,2,ontime
19,CO,EWR,199,0,DCA,0,3,2,7,ontime
7,CO,EWR,199,0,DCA,0,3,2,7,ontime
17,CO,EWR,199,0,DCA,0,3,2,3,delayed
8,DH,EWR,213,7,IAD,0,3,2,R,ontime
17,DH,EWR,213,7,IAD,0,3,2,R,ontime
12,DH,EWR,213,7,IAD,0,3,2,R,ontime
21,DH,EWR,213,7,IAD,0,3,2,R,delayed
6,DH,EWR,213,7,IAD,0,3,2,E,ontime
14,DH,EWR,213,7,IAD,0,3,2,E,delayed
7,RU,EWR,213,2,IAD,0,3,2,9,ontime
17,RU,EWR,213,2,IAD,0,3,2,5,ontime
9,RU,EWR,199,2,DCA,0,3,2,5,ontime
13,RU,EWR,199,2,DCA,0,3,2,1,ontime
6,RU,EWR,199,2,DCA,0,3,2,8,ontime
15,RU,EWR,213,2,IAD,0,3,2,1,ontime
16,RU,EWR,199,2,DCA,0,3,2,0,ontime
19,RU,EWR,213,2,IAD,0,3,2,1,ontime
13,RU,EWR,213,2,IAD,0,3,2,0,ontime
15,RU,EWR,199,2,DCA,0,3,2,4,ontime
21,RU,EWR,199,2,DCA,0,3,2,1,ontime
14,OH,JFK,184,5,BWI,0,4,2,A,ontime
16,DH,JFK,213,6,DCA,0,4,2,J,ontime
12,DH,LGA,229,7,IAD,0,4,2,R,ontime
14,DH,LGA,229,7,IAD,0,4,2,R,delayed
21,DH,LGA,229,7,IAD,0,4,2,R,delayed
8,DH,JFK,228,7,IAD,0,4,2,R,ontime
12,DH,JFK,228,7,IAD,0,4,2,E,ontime
14,DH,JFK,228,7,IAD,0,4,2,E,ontime
16,DH,JFK,228,7,IAD,0,4,2,E,ontime
17,DH,JFK,228,7,IAD,0,4,2,E,ontime
21,DH,JFK,228,7,IAD,0,4,2,R,ontime
16,DH,JFK,228,7,IAD,0,4,2,E,ontime
14,DL,JFK,213,0,DCA,0,4,2,L,ontime
6,DL,LGA,214,1,DCA,0,4,2,Z,ontime
7,DL,LGA,214,1,DCA,0,4,2,L,delayed
9,DL,LGA,214,1,DCA,0,4,2,A,ontime
11,DL,LGA,214,1,DCA,0,4,2,L,ontime
13,DL,LGA,214,1,DCA,0,4,2,A,ontime
14,DL,LGA,214,1,DCA,0,4,2,N,ontime
15,DL,LGA,214,1,DCA,0,4,2,L,ontime
16,DL,LGA,214,1,DCA,0,4,2,L,ontime
17,DL,LGA,214,1,DCA,0,4,2,A,ontime
18,DL,LGA,214,1,DCA,0,4,2,L,ontime
19,DL,LGA,214,1,DCA,0,4,2,L,delayed
20,DL,LGA,214,1,DCA,0,4,2,L,delayed
15,MQ,JFK,213,4,DCA,0,4,2,Q,ontime
6,MQ,JFK,213,4,DCA,0,4,2,Q,ontime
18,MQ,JFK,213,4,DCA,0,4,2,Q,ontime
8,MQ,LGA,214,4,DCA,0,4,2,Q,delayed
11,MQ,LGA,214,4,DCA,0,4,2,Q,ontime
13,MQ,LGA,214,4,DCA,0,4,2,Q,delayed
14,MQ,LGA,214,4,DCA,0,4,2,Q,ontime
15,MQ,LGA,214,4,DCA,0,4,2,Q,ontime
16,MQ,LGA,214,4,DCA,0,4,2,Q,delayed
17,MQ,LGA,214,4,DCA,0,4,2,Q,delayed
19,MQ,LGA,214,4,DCA,0,4,2,Q,delayed
8,UA,LGA,229,0,IAD,0,4,2,A,delayed
6,US,LGA,214,1,DCA,0,4,2,W,delayed
8,US,LGA,214,2,DCA,0,4,2,W,ontime
9,US,LGA,214,2,DCA,0,4,2,W,delayed
11,US,LGA,214,2,DCA,0,4,2,W,ontime
12,US,LGA,214,2,DCA,0,4,2,W,ontime
14,US,LGA,214,2,DCA,0,4,2,W,ontime
15,US,LGA,214,2,DCA,0,4,2,W,ontime
16,US,LGA,214,2,DCA,0,4,2,W,ontime
17,US,LGA,214,2,DCA,0,4,2,W,ontime
18,US,LGA,214,2,DCA,0,4,2,W,ontime
19,US,LGA,214,2,DCA,0,4,2,W,delayed
21,US,LGA,214,2,DCA,0,4,2,W,delayed
14,RU,EWR,169,2,BWI,0,4,2,4,ontime
10,RU,EWR,169,2,BWI,0,4,2,1,delayed
17,RU,EWR,169,3,BWI,0,4,2,0,delayed
7,CO,EWR,199,0,DCA,0,4,2,7,delayed
19,CO,EWR,199,0,DCA,0,4,2,1,delayed
13,CO,EWR,199,0,DCA,0,4,2,4,ontime
8,DH,EWR,213,7,IAD,0,4,2,R,ontime
12,DH,EWR,213,7,IAD,0,4,2,R,ontime
21,DH,EWR,213,7,IAD,0,4,2,R,ontime
6,DH,EWR,213,7,IAD,0,4,2,E,ontime
6,RU,EWR,199,2,DCA,0,4,2,1,ontime
19,RU,EWR,213,2,IAD,0,4,2,0,delayed
7,RU,EWR,213,2,IAD,0,4,2,9,delayed
13,RU,EWR,213,2,IAD,0,4,2,2,delayed
16,RU,EWR,199,2,DCA,0,4,2,3,ontime
15,RU,EWR,199,2,DCA,0,4,2,2,ontime
15,RU,EWR,213,2,IAD,0,4,2,7,ontime
21,RU,EWR,199,2,DCA,0,4,2,4,delayed
9,RU,EWR,199,2,DCA,0,4,2,5,delayed
13,RU,EWR,199,2,DCA,0,4,2,1,ontime
14,OH,JFK,184,5,BWI,0,5,2,A,ontime
16,DH,JFK,213,6,DCA,0,5,2,J,ontime
14,DH,LGA,229,7,IAD,0,5,2,R,delayed
17,DH,LGA,229,7,IAD,0,5,2,R,delayed
21,DH,LGA,229,7,IAD,0,5,2,R,ontime
6,DH,LGA,229,7,IAD,0,5,2,R,ontime
8,DH,JFK,228,7,IAD,0,5,2,R,ontime
12,DH,JFK,228,7,IAD,0,5,2,R,ontime
14,DH,JFK,228,7,IAD,0,5,2,E,ontime
16,DH,JFK,228,7,IAD,0,5,2,E,ontime
17,DH,JFK,228,7,IAD,0,5,2,E,ontime
21,DH,JFK,228,7,IAD,0,5,2,R,ontime
16,DH,JFK,228,7,IAD,0,5,2,E,ontime
14,DL,JFK,213,0,DCA,0,5,2,E,delayed
6,DL,LGA,214,1,DCA,0,5,2,L,ontime
7,DL,LGA,214,1,DCA,0,5,2,A,ontime
8,DL,LGA,214,1,DCA,0,5,2,L,delayed
9,DL,LGA,214,1,DCA,0,5,2,L,ontime
10,DL,LGA,214,1,DCA,0,5,2,Z,delayed
11,DL,LGA,214,1,DCA,0,5,2,A,ontime
12,DL,LGA,214,1,DCA,0,5,2,L,ontime
13,DL,LGA,214,1,DCA,0,5,2,L,ontime
14,DL,LGA,214,1,DCA,0,5,2,Z,ontime
15,DL,LGA,214,1,DCA,0,5,2,A,ontime
16,DL,LGA,214,1,DCA,0,5,2,L,ontime
17,DL,LGA,214,1,DCA,0,5,2,L,ontime
18,DL,LGA,214,1,DCA,0,5,2,Z,ontime
19,DL,LGA,214,1,DCA,0,5,2,A,ontime
20,DL,LGA,214,1,DCA,0,5,2,L,ontime
15,MQ,JFK,213,4,DCA,0,5,2,Q,ontime
6,MQ,JFK,213,4,DCA,0,5,2,Q,ontime
18,MQ,JFK,213,4,DCA,0,5,2,Q,delayed
8,MQ,LGA,214,4,DCA,0,5,2,Q,delayed
9,MQ,LGA,214,4,DCA,0,5,2,Q,delayed
11,MQ,LGA,214,4,DCA,0,5,2,Q,delayed
13,MQ,LGA,214,4,DCA,0,5,2,Q,delayed
14,MQ,LGA,214,4,DCA,0,5,2,Q,delayed
16,MQ,LGA,214,4,DCA,0,5,2,Q,delayed
17,MQ,LGA,214,4,DCA,0,5,2,Q,delayed
19,MQ,LGA,214,4,DCA,0,5,2,Q,delayed
8,UA,LGA,229,0,IAD,0,5,2,A,delayed
6,US,LGA,214,1,DCA,0,5,2,W,ontime
7,US,LGA,214,2,DCA,0,5,2,W,ontime
8,US,LGA,214,2,DCA,0,5,2,W,ontime
9,US,LGA,214,2,DCA,0,5,2,W,delayed
10,US,LGA,214,2,DCA,0,5,2,W,ontime
11,US,LGA,214,2,DCA,0,5,2,W,ontime
12,US,LGA,214,2,DCA,0,5,2,W,ontime
13,US,LGA,214,2,DCA,0,5,2,W,ontime
14,US,LGA,214,2,DCA,0,5,2,W,ontime
15,US,LGA,214,2,DCA,0,5,2,W,ontime
16,US,LGA,214,2,DCA,0,5,2,W,ontime
17,US,LGA,214,2,DCA,0,5,2,W,ontime
18,US,LGA,214,2,DCA,0,5,2,W,ontime
19,US,LGA,214,2,DCA,0,5,2,W,delayed
20,US,LGA,214,2,DCA,0,5,2,W,ontime
21,US,LGA,214,2,DCA,0,5,2,W,ontime
17,RU,EWR,169,3,BWI,0,5,2,3,delayed
10,RU,EWR,169,2,BWI,0,5,2,3,delayed
14,RU,EWR,169,2,BWI,0,5,2,4,delayed
7,RU,EWR,169,2,BWI,0,5,2,3,ontime
13,CO,EWR,199,0,DCA,0,5,2,5,delayed
17,CO,EWR,199,0,DCA,0,5,2,9,delayed
7,CO,EWR,199,0,DCA,0,5,2,8,ontime
8,DH,EWR,213,7,IAD,0,5,2,R,ontime
17,DH,EWR,213,7,IAD,0,5,2,R,ontime
12,DH,EWR,213,7,IAD,0,5,2,R,ontime
21,DH,EWR,213,7,IAD,0,5,2,R,ontime
6,DH,EWR,213,7,IAD,0,5,2,E,delayed
15,RU,EWR,213,2,IAD,0,5,2,1,delayed
6,RU,EWR,199,2,DCA,0,5,2,7,ontime
15,RU,EWR,199,2,DCA,0,5,2,0,delayed
13,RU,EWR,199,2,DCA,0,5,2,7,delayed
16,RU,EWR,199,2,DCA,0,5,2,1,delayed
13,RU,EWR,213,2,IAD,0,5,2,1,delayed
9,RU,EWR,199,2,DCA,0,5,2,2,ontime
19,RU,EWR,213,2,IAD,0,5,2,0,delayed
7,RU,EWR,213,2,IAD,0,5,2,2,ontime
21,RU,EWR,199,2,DCA,0,5,2,0,ontime
17,RU,EWR,213,2,IAD,0,5,2,9,delayed
14,OH,JFK,184,5,BWI,0,6,2,A,ontime
16,DH,JFK,213,6,DCA,0,6,2,J,ontime
12,DH,LGA,229,7,IAD,0,6,2,R,ontime
17,DH,LGA,229,7,IAD,0,6,2,R,ontime
21,DH,LGA,229,7,IAD,0,6,2,R,delayed
8,DH,JFK,228,7,IAD,0,6,2,R,ontime
12,DH,JFK,228,7,IAD,0,6,2,R,ontime
16,DH,JFK,228,7,IAD,0,6,2,E,ontime
17,DH,JFK,228,7,IAD,0,6,2,E,delayed
21,DH,JFK,228,7,IAD,0,6,2,R,delayed
18,DH,JFK,228,7,IAD,0,6,2,E,delayed
14,DL,JFK,213,0,DCA,0,6,2,L,delayed
7,DL,LGA,214,1,DCA,0,6,2,Z,ontime
8,DL,LGA,214,1,DCA,0,6,2,L,ontime
10,DL,LGA,214,1,DCA,0,6,2,Z,ontime
14,DL,LGA,214,1,DCA,0,6,2,Z,ontime
16,DL,LGA,214,1,DCA,0,6,2,Z,delayed
18,DL,LGA,214,1,DCA,0,6,2,Z,ontime
20,DL,LGA,214,1,DCA,0,6,2,A,ontime
15,MQ,JFK,213,4,DCA,0,6,2,Q,ontime
6,MQ,JFK,213,4,DCA,0,6,2,Q,ontime
18,MQ,JFK,213,4,DCA,0,6,2,Q,ontime
9,MQ,LGA,214,4,DCA,0,6,2,Q,ontime
13,MQ,LGA,214,4,DCA,0,6,2,Q,ontime
8,UA,LGA,229,0,IAD,0,6,2,A,ontime
7,US,LGA,214,2,DCA,0,6,2,W,ontime
9,US,LGA,214,2,DCA,0,6,2,W,ontime
11,US,LGA,214,2,DCA,0,6,2,W,ontime
13,US,LGA,214,2,DCA,0,6,2,W,ontime
15,US,LGA,214,2,DCA,0,6,2,W,ontime
17,US,LGA,214,2,DCA,0,6,2,W,ontime
19,US,LGA,214,2,DCA,0,6,2,W,ontime
17,RU,EWR,169,3,BWI,0,6,2,6,ontime
14,RU,EWR,169,2,BWI,0,6,2,3,ontime
10,RU,EWR,169,2,BWI,0,6,2,2,ontime
7,RU,EWR,169,2,BWI,0,6,2,1,ontime
13,CO,EWR,199,0,DCA,0,6,2,5,ontime
8,DH,EWR,213,7,IAD,0,6,2,R,ontime
17,DH,EWR,213,7,IAD,0,6,2,R,ontime
12,DH,EWR,213,7,IAD,0,6,2,R,ontime
21,DH,EWR,213,7,IAD,0,6,2,R,delayed
7,RU,EWR,213,2,IAD,0,6,2,6,ontime
16,RU,EWR,199,2,DCA,0,6,2,7,ontime
17,RU,EWR,199,2,DCA,0,6,2,2,ontime
13,RU,EWR,199,2,DCA,0,6,2,0,ontime
15,RU,EWR,213,2,IAD,0,6,2,3,ontime
9,RU,EWR,199,2,DCA,0,6,2,9,ontime
17,RU,EWR,213,2,IAD,0,6,2,4,ontime
6,RU,EWR,199,2,DCA,0,6,2,7,ontime
14,OH,JFK,184,5,BWI,0,7,2,A,ontime
16,DH,JFK,213,6,DCA,0,7,2,J,delayed
12,DH,LGA,229,7,IAD,0,7,2,R,ontime
14,DH,LGA,229,7,IAD,0,7,2,R,delayed
17,DH,LGA,229,7,IAD,0,7,2,R,delayed
21,DH,LGA,229,7,IAD,0,7,2,R,ontime
8,DH,JFK,228,7,IAD,0,7,2,R,ontime
12,DH,JFK,228,7,IAD,0,7,2,R,ontime
14,DH,JFK,228,7,IAD,0,7,2,E,delayed
16,DH,JFK,228,7,IAD,0,7,2,E,ontime
17,DH,JFK,228,7,IAD,0,7,2,E,delayed
21,DH,JFK,228,7,IAD,0,7,2,R,ontime
16,DH,JFK,228,7,IAD,0,7,2,E,delayed
14,DL,JFK,213,0,DCA,0,7,2,L,delayed
8,DL,LGA,214,1,DCA,0,7,2,Z,ontime
10,DL,LGA,214,1,DCA,0,7,2,L,ontime
12,DL,LGA,214,1,DCA,0,7,2,Z,delayed
14,DL,LGA,214,1,DCA,0,7,2,L,ontime
16,DL,LGA,214,1,DCA,0,7,2,Z,ontime
18,DL,LGA,214,1,DCA,0,7,2,L,delayed
20,DL,LGA,214,1,DCA,0,7,2,Z,ontime
15,MQ,JFK,213,4,DCA,0,7,2,Q,delayed
6,MQ,JFK,213,4,DCA,0,7,2,Q,delayed
9,MQ,JFK,213,4,DCA,0,7,2,Q,ontime
18,MQ,JFK,213,4,DCA,0,7,2,Q,delayed
13,MQ,LGA,214,4,DCA,0,7,2,Q,delayed
15,MQ,LGA,214,4,DCA,0,7,2,Q,delayed
17,MQ,LGA,214,4,DCA,0,7,2,Q,delayed
19,MQ,LGA,214,4,DCA,0,7,2,Q,delayed
8,UA,LGA,229,0,IAD,0,7,2,A,ontime
9,US,LGA,214,2,DCA,0,7,2,W,ontime
10,US,LGA,214,2,DCA,0,7,2,W,ontime
11,US,LGA,214,2,DCA,0,7,2,W,ontime
12,US,LGA,214,2,DCA,0,7,2,W,ontime
13,US,LGA,214,2,DCA,0,7,2,W,delayed
14,US,LGA,214,2,DCA,0,7,2,W,ontime
16,US,LGA,214,2,DCA,0,7,2,W,delayed
18,US,LGA,214,2,DCA,0,7,2,W,ontime
19,US,LGA,214,2,DCA,0,7,2,W,ontime
20,US,LGA,214,2,DCA,0,7,2,W,ontime
21,US,LGA,214,2,DCA,0,7,2,W,ontime
10,RU,EWR,169,2,BWI,1,7,2,4,delayed
13,RU,EWR,169,2,BWI,0,7,2,0,delayed
14,RU,EWR,169,2,BWI,0,7,2,1,delayed
13,CO,EWR,199,1,DCA,0,7,2,9,ontime
16,CO,EWR,199,0,DCA,0,7,2,5,delayed
19,CO,EWR,199,0,DCA,0,7,2,0,delayed
8,DH,EWR,213,7,IAD,0,7,2,R,ontime
17,DH,EWR,213,7,IAD,0,7,2,R,delayed
12,DH,EWR,213,7,IAD,0,7,2,R,delayed
21,DH,EWR,213,7,IAD,0,7,2,R,ontime
15,RU,EWR,213,2,IAD,0,7,2,4,delayed
13,RU,EWR,199,2,DCA,0,7,2,8,delayed
8,RU,EWR,213,2,IAD,0,7,2,9,ontime
9,RU,EWR,199,2,DCA,0,7,2,2,ontime
14,OH,JFK,184,5,BWI,0,1,2,A,ontime
16,DH,JFK,213,6,DCA,0,1,2,J,ontime
12,DH,LGA,229,7,IAD,0,1,2,R,ontime
14,DH,LGA,229,7,IAD,0,1,2,R,ontime
17,DH,LGA,229,7,IAD,0,1,2,R,ontime
21,DH,LGA,229,7,IAD,0,1,2,R,delayed
6,DH,LGA,229,7,IAD,0,1,2,R,delayed
10,DH,LGA,229,7,IAD,0,1,2,R,ontime
8,DH,JFK,228,7,IAD,0,1,2,R,ontime
12,DH,JFK,228,7,IAD,0,1,2,R,ontime
14,DH,JFK,228,7,IAD,0,1,2,E,ontime
16,DH,JFK,228,7,IAD,0,1,2,E,ontime
17,DH,JFK,228,7,IAD,0,1,2,E,ontime
21,DH,JFK,228,7,IAD,0,1,2,R,ontime
16,DH,JFK,228,7,IAD,0,1,2,E,ontime
14,DL,JFK,213,0,DCA,0,1,2,L,delayed
7,DL,LGA,214,1,DCA,0,1,2,L,ontime
8,DL,LGA,214,1,DCA,0,1,2,Z,ontime
10,DL,LGA,214,1,DCA,0,1,2,N,ontime
12,DL,LGA,214,1,DCA,0,1,2,Z,ontime
14,DL,LGA,214,1,DCA,0,1,2,N,ontime
15,DL,LGA,214,1,DCA,0,1,2,A,ontime
16,DL,LGA,214,1,DCA,0,1,2,Z,ontime
18,DL,LGA,214,1,DCA,0,1,2,N,ontime
19,DL,LGA,214,1,DCA,0,1,2,A,ontime
20,DL,LGA,214,1,DCA,0,1,2,Z,ontime
15,MQ,JFK,213,4,DCA,0,1,2,Q,ontime
6,MQ,JFK,213,4,DCA,0,1,2,Q,ontime
18,MQ,JFK,213,4,DCA,0,1,2,Q,delayed
7,MQ,LGA,214,4,DCA,0,1,2,Q,delayed
8,MQ,LGA,214,4,DCA,0,1,2,Q,delayed
9,MQ,LGA,214,4,DCA,0,1,2,Q,ontime
11,MQ,LGA,214,4,DCA,0,1,2,Q,ontime
13,MQ,LGA,214,4,DCA,0,1,2,Q,ontime
14,MQ,LGA,214,4,DCA,0,1,2,Q,ontime
15,MQ,LGA,214,4,DCA,0,1,2,Q,delayed
16,MQ,LGA,214,4,DCA,0,1,2,Q,ontime
17,MQ,LGA,214,4,DCA,0,1,2,Q,ontime
19,MQ,LGA,214,4,DCA,0,1,2,Q,delayed
8,UA,LGA,229,0,IAD,0,1,2,A,ontime
6,US,LGA,214,1,DCA,0,1,2,W,ontime
7,US,LGA,214,2,DCA,0,1,2,W,ontime
8,US,LGA,214,2,DCA,0,1,2,W,ontime
9,US,LGA,214,2,DCA,0,1,2,W,ontime
10,US,LGA,214,2,DCA,0,1,2,W,ontime
11,US,LGA,214,2,DCA,0,1,2,W,ontime
12,US,LGA,214,2,DCA,0,1,2,W,ontime
13,US,LGA,214,2,DCA,0,1,2,W,ontime
14,US,LGA,214,2,DCA,0,1,2,W,ontime
15,US,LGA,214,2,DCA,0,1,2,W,ontime
16,US,LGA,214,2,DCA,0,1,2,W,ontime
17,US,LGA,214,2,DCA,0,1,2,W,ontime
18,US,LGA,214,2,DCA,0,1,2,W,ontime
19,US,LGA,214,2,DCA,0,1,2,W,ontime
